,woiid,PlayerName,TeamID,ShortName,Way,TOTMIN,Calc-AAV,Contract.ID,ElgEffSn,EffSn,Contract.Length,Year,Written.AAV,DetailID,NHL.Salary,Signing.Bonus,NDC,NTC,Retired,BoughtOut,slid,BonusElg,MinorSal,JuniorSal,MinimumSal,Source,FAStatus,ContractStatus,NHLExpr,YrsPro,WhereAbt,RtrStatus,AgeELFA,pos,BonusID,BonusMax,BonusMet,BonusDesc,TotalComp,Name,Age,aAAV
6781,hornqpa87,Patric Hornqvist &hornqpa87,NA,NA,ONE,0,4250000,xhornqpa87-2014,2014,2014,5,2017,0,1348,4750000,0,,unknown,,,,FALSE,0,0,,war-on-ice.com,UFA,,,,,,,R,NA,0,0,NA,4750000,Patric Hornqvist,29,4250000
6782,hornqpa87,Patric Hornqvist &hornqpa87,NA,NA,ONE,0,4250000,xhornqpa87-2014,2014,2014,5,2018,0,1349,4750000,0,,unknown,,,,FALSE,0,0,,war-on-ice.com,UFA,,,,,,,R,NA,0,0,NA,4750000,Patric Hornqvist,30,4250000
6783,hortona85,NA,NA,NA,Unknown,NA,NA,2004hortona85,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1240000,Nathan Horton,18,NA
6784,hortona85,NA,NA,NA,Unknown,NA,NA,2006hortona85,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,942400,Nathan Horton,20,NA
6785,hortona85,NA,NA,NA,Unknown,NA,NA,2007hortona85,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100000,Nathan Horton,21,NA
6786,hortona85,Nathan Horton &hortona85,NA,NA,ONE,0,4000000,xhortona85-1,NULL,2008,6,2008,NA,hortona85-1-1,3E+06,0,,,,,,FALSE,0,0,3000000,war-on-ice.com,NULL,,,,,,,R,NA,0,0,NA,3E+06,Nathan Horton,22,4E+06
6787,hortona85,Nathan Horton &hortona85,NA,NA,ONE,0,4000000,xhortona85-1,NULL,2008,6,2009,NA,hortona85-1-2,3500000,0,,,,,,FALSE,0,0,3500000,war-on-ice.com,NULL,,,,,,,R,NA,0,0,NA,3500000,Nathan Horton,23,4E+06
6788,hortona85,Nathan Horton &hortona85,NA,NA,ONE,0,4000000,xhortona85-1,NULL,2008,6,2010,NA,hortona85-1-3,3500000,0,,,,,,FALSE,0,0,3500000,war-on-ice.com,NULL,,,,,,,R,NA,0,0,NA,3500000,Nathan Horton,24,4E+06
6789,hortona85,Nathan Horton &hortona85,NA,NA,ONE,0,4000000,xhortona85-1,NULL,2008,6,2011,NA,hortona85-1-4,4E+06,0,,,,,,FALSE,0,0,4000000,war-on-ice.com,NULL,,,,,,,R,NA,0,0,NA,4E+06,Nathan Horton,25,4E+06
6790,hortona85,Nathan Horton &hortona85,NA,NA,ONE,0,4000000,xhortona85-1,NULL,2008,6,2012,NA,hortona85-1-5,4500000,0,,,,,,FALSE,0,0,4500000,war-on-ice.com,NULL,,,,,,,R,NA,0,0,NA,4500000,Nathan Horton,26,4E+06
6791,hortona85,Nathan Horton &hortona85,NA,NA,ONE,0,4000000,xhortona85-1,NULL,2008,6,2013,NA,hortona85-1-6,5500000,0,,,,,,FALSE,0,0,5500000,war-on-ice.com,NULL,,,,,,,R,NA,0,0,NA,5500000,Nathan Horton,27,4E+06
6792,hortona85,Nathan Horton &hortona85,NA,NA,ONE,0,5300000,xhortona85-2014,NULL,2014,7,2014,NA,3383,4500000,5E+05,1,0,,,,FALSE,0,0,5000000,war-on-ice.com,UFA,,,,,,,R,NA,0,0,NA,5E+06,Nathan Horton,28,5300000
6793,hortona85,Nathan Horton &hortona85,NA,NA,ONE,0,5300000,xhortona85-2014,NULL,2014,7,2015,NA,3384,6E+06,0,1,0,,,,FALSE,0,0,6000000,war-on-ice.com,UFA,,,,,,,R,NA,0,0,NA,6E+06,Nathan Horton,29,5300000
6794,hortona85,Nathan Horton &hortona85,NA,NA,ONE,0,5300000,xhortona85-2014,NULL,2014,7,2016,NA,3385,6E+06,0,1,0,,,,FALSE,0,0,6000000,war-on-ice.com,UFA,,,,,,,R,NA,0,0,NA,6E+06,Nathan Horton,30,5300000
6795,hortona85,Nathan Horton &hortona85,NA,NA,ONE,0,5300000,xhortona85-2014,NULL,2014,7,2017,NA,3386,6E+06,0,1,0,,,,FALSE,0,0,6000000,war-on-ice.com,UFA,,,,,,,R,NA,0,0,NA,6E+06,Nathan Horton,31,5300000
6796,hortona85,Nathan Horton &hortona85,NA,NA,ONE,0,5300000,xhortona85-2014,NULL,2014,7,2018,NA,3387,6E+06,0,1,0,,,,FALSE,0,0,6000000,war-on-ice.com,UFA,,,,,,,R,NA,0,0,NA,6E+06,Nathan Horton,32,5300000
6797,hortona85,Nathan Horton &hortona85,NA,NA,ONE,0,5300000,xhortona85-2014,NULL,2014,7,2019,NA,3388,4500000,0,1,0,,,,FALSE,0,0,4500000,war-on-ice.com,UFA,,,,,,,R,NA,0,0,NA,4500000,Nathan Horton,33,5300000
6798,hortona85,Nathan Horton &hortona85,NA,NA,ONE,0,5300000,xhortona85-2014,NULL,2014,7,2020,NA,3389,3600000,0,1,0,,,,FALSE,0,0,3600000,war-on-ice.com,UFA,,,,,,,R,NA,0,0,NA,3600000,Nathan Horton,34,5300000
6799,horvabo95,Bo Horvat &horvabo95,NA,NA,TWO,280000,901875,xhorvabo95-2015,2014,2014,4,2014,925000,3982,832500,92500,,,,,1,FALSE,70000,0,,war-on-ice.com,RFA,,,,,,,C,NA,850000,0,NA,925000,Bo Horvat,18,925000
6800,horvabo95,Bo Horvat &horvabo95,NA,NA,TWO,280000,901875,xhorvabo95-2015,2014,2014,4,2015,925000,3983,832500,92500,,,,,,FALSE,70000,0,,war-on-ice.com,RFA,,,,,,,C,NA,850000,0,NA,925000,Bo Horvat,19,"894,166.666666667"
6801,horvabo95,Bo Horvat &horvabo95,NA,NA,TWO,280000,901875,xhorvabo95-2015,2014,2014,4,2016,925000,3984,832500,92500,,,,,,FALSE,70000,0,,war-on-ice.com,RFA,,,,,,,C,NA,850000,0,NA,925000,Bo Horvat,20,"894,166.666666667"
6802,horvabo95,Bo Horvat &horvabo95,NA,NA,TWO,280000,901875,xhorvabo95-2015,2014,2014,4,2017,925000,5905,832500,0,,,,,,FALSE,70000,0,,war-on-ice.com,RFA,,,,,,,C,NA,850000,0,NA,832500,Bo Horvat,21,"894,166.666666667"
6803,ho-sajo96,Joshua Ho-Sang &ho-sajo96,NA,NA,TWO,280000,1202500,xho-sajo96-2015,2015,2015,3,2015,NA,3904,832500,92500,,,,,1,FALSE,70000,10500,,war-on-ice.com,RFA,,,,,,,RL,NA,212500,0,NA,925000,NA,NA,925000
6804,ho-sajo96,Joshua Ho-Sang &ho-sajo96,NA,NA,TWO,280000,1202500,xho-sajo96-2015,2015,2015,3,2016,NA,3905,832500,92500,,,,,,FALSE,70000,10500,,war-on-ice.com,RFA,,,,,,,RL,NA,212500,0,NA,925000,NA,NA,"894,166.666666667"
6805,ho-sajo96,Joshua Ho-Sang &ho-sajo96,NA,NA,TWO,280000,1202500,xho-sajo96-2015,2015,2015,3,2017,NA,3906,832500,92500,,,,,,FALSE,70000,10500,,war-on-ice.com,RFA,,,,,,,RL,NA,212500,0,NA,925000,NA,NA,"894,166.666666667"
6806,ho-sajo96,Joshua Ho-Sang &ho-sajo96,NA,NA,TWO,280000,1202500,xho-sajo96-2015,2015,2015,3,2018,NA,"3,906.6",832500,0,,,,,,FALSE,70000,10500,,war-on-ice.com,RFA,,,,,,,RL,NA,212500,0,NA,832500,NA,NA,"894,166.666666667"
6807,hossama79,NA,NA,NA,Unknown,NA,NA,2003hossama79,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2050000,Marian Hossa,23,NA
6808,hossama79,NA,NA,NA,Unknown,NA,NA,2004hossama79,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2750000,Marian Hossa,24,NA
6809,hossama79,NA,NA,NA,Unknown,NA,NA,2006hossama79,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5E+06,Marian Hossa,26,NA
6810,hossama79,NA,NA,NA,Unknown,NA,NA,2007hossama79,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6E+06,Marian Hossa,27,NA
6811,hossama79,NA,NA,NA,Unknown,NA,NA,2008hossama79,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7E+06,Marian Hossa,28,NA
6812,hossama79,Marian Hossa &hossama79,NA,NA,ONE,0,7450000,xhossama79-1,NULL,2009,1,2009,NA,hossama79-1-1,7450000,0,,,,,,FALSE,0,0,7450000,war-on-ice.com,NULL,,,,,,,R,NA,0,0,NA,7450000,Marian Hossa,29,7450000
6813,hossama79,Marian Hossa &hossama79,NA,NA,ONE,0,5275000,xhossama79-2010,2010,2010,12,2010,0,5281,7900000,0,1,0,,,,FALSE,0,0,,war-on-ice.com,UFA,,,,,,,R,NA,0,0,NA,7900000,Marian Hossa,30,5275000
6814,hossama79,Marian Hossa &hossama79,NA,NA,ONE,0,5275000,xhossama79-2010,2010,2010,12,2011,0,5282,7900000,0,1,0,,,,FALSE,0,0,,war-on-ice.com,UFA,,,,,,,R,NA,0,0,NA,7900000,Marian Hossa,31,5275000
6815,hossama79,Marian Hossa &hossama79,NA,NA,ONE,0,5275000,xhossama79-2010,2010,2010,12,2012,0,5283,7900000,0,1,0,,,,FALSE,0,0,,war-on-ice.com,UFA,,,,,,,R,NA,0,0,NA,7900000,Marian Hossa,32,5275000
6816,hossama79,Marian Hossa &hossama79,NA,NA,ONE,0,5275000,xhossama79-2010,2010,2010,12,2013,0,5284,7900000,0,1,0,,,,FALSE,0,0,,war-on-ice.com,UFA,,,,,,,R,NA,0,0,NA,7900000,Marian Hossa,33,5275000
6817,hossama79,Marian Hossa &hossama79,NA,NA,ONE,0,5275000,xhossama79-2010,2010,2010,12,2014,0,5285,7900000,0,1,0,,,,FALSE,0,0,,war-on-ice.com,UFA,,,,,,,R,NA,0,0,NA,7900000,Marian Hossa,34,5275000
6818,hossama79,Marian Hossa &hossama79,NA,NA,ONE,0,5275000,xhossama79-2010,2010,2010,12,2015,0,5286,7900000,0,1,0,,,,FALSE,0,0,,war-on-ice.com,UFA,,,,,,,R,NA,0,0,NA,7900000,Marian Hossa,35,5275000
6819,hossama79,Marian Hossa &hossama79,NA,NA,ONE,0,5275000,xhossama79-2010,2010,2010,12,2016,0,5287,7900000,0,1,0,,,,FALSE,0,0,,war-on-ice.com,UFA,,,,,,,R,NA,0,0,NA,7900000,Marian Hossa,36,5275000
6820,hossama79,Marian Hossa &hossama79,NA,NA,ONE,0,5275000,xhossama79-2010,2010,2010,12,2017,0,5288,4E+06,0,1,0,,,,FALSE,0,0,,war-on-ice.com,UFA,,,,,,,R,NA,0,0,NA,4E+06,Marian Hossa,37,5275000
6821,hossama79,Marian Hossa &hossama79,NA,NA,ONE,0,5275000,xhossama79-2010,2010,2010,12,2018,0,5289,1E+06,0,1,0,,,,FALSE,0,0,,war-on-ice.com,UFA,,,,,,,R,NA,0,0,NA,1E+06,Marian Hossa,38,5275000
6822,hossama79,Marian Hossa &hossama79,NA,NA,ONE,0,5275000,xhossama79-2010,2010,2010,12,2019,0,5290,1E+06,0,1,0,,,,FALSE,0,0,,war-on-ice.com,UFA,,,,,,,R,NA,0,0,NA,1E+06,Marian Hossa,39,5275000
6823,hossama79,Marian Hossa &hossama79,NA,NA,ONE,0,5275000,xhossama79-2010,2010,2010,12,2020,0,5291,1E+06,0,1,0,,,,FALSE,0,0,,war-on-ice.com,UFA,,,,,,,R,NA,0,0,NA,1E+06,Marian Hossa,40,5275000
6824,hossama79,Marian Hossa &hossama79,NA,NA,ONE,0,5275000,xhossama79-2010,2010,2010,12,2021,0,5292,1E+06,0,1,0,,,,FALSE,0,0,,war-on-ice.com,UFA,,,,,,,R,NA,0,0,NA,1E+06,Marian Hossa,41,5275000
6825,hossama81,NA,NA,NA,Unknown,NA,NA,2003hossama81,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1075000,Marcel Hossa,20,NA
6826,hossama81,NA,NA,NA,Unknown,NA,NA,2006hossama81,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585200,Marcel Hossa,23,NA
6827,hossama81,NA,NA,NA,Unknown,NA,NA,2007hossama81,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6E+05,Marcel Hossa,24,NA
6828,hossama81,NA,NA,NA,Unknown,NA,NA,2008hossama81,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780000,Marcel Hossa,25,NA
6829,hostety91,Tyler Hostetter &hostety91,NA,NA,TWO,252500,546500,xhostety91-1,NULL,2010,5,2010,NA,hostety91-1-1,525000,27500,,,,,,FALSE,47500,0,47500,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,552500,Tyler Hostetter,18,546500
6830,hostety91,Tyler Hostetter &hostety91,NA,NA,TWO,252500,546500,xhostety91-1,NULL,2010,5,2011,NA,hostety91-1-2,525000,27500,,,,,,FALSE,47500,0,47500,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,552500,Tyler Hostetter,19,546500
6831,hostety91,Tyler Hostetter &hostety91,NA,NA,TWO,252500,546500,xhostety91-1,NULL,2010,5,2012,NA,hostety91-1-3,525000,27500,,,,,,FALSE,47500,0,47500,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,552500,Tyler Hostetter,20,546500
6832,hostety91,Tyler Hostetter &hostety91,NA,NA,TWO,252500,546500,xhostety91-1,NULL,2010,5,2013,NA,hostety91-1-4,525000,0,,,,,,FALSE,52500,0,52500,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,525000,Tyler Hostetter,21,546500
6833,hostety91,Tyler Hostetter &hostety91,NA,NA,TWO,252500,546500,xhostety91-1,NULL,2010,5,2014,NA,hostety91-1-5,550000,0,,,,,,FALSE,57500,0,57500,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,550000,Tyler Hostetter,22,546500
6834,houldbi67,NA,NA,NA,Unknown,NA,NA,2003houldbi67,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250000,Bill Houlder,35,NA
6835,housemi92,Michael Houser &housemi92,NA,NA,TWO,142500,585000,xhousemi92-2013,2013,2013,3,2013,585000,4985,550000,35000,,,,,,FALSE,45000,0,,war-on-ice.com,UFA,,,,,,,G,NA,0,0,NA,585000,Michael Houser,20,585000
6836,housemi92,Michael Houser &housemi92,NA,NA,TWO,142500,585000,xhousemi92-2013,2013,2013,3,2014,585000,4986,550000,35000,,,,,,FALSE,47500,0,,war-on-ice.com,UFA,,,,,,,G,NA,0,0,NA,585000,Michael Houser,21,585000
6837,housemi92,Michael Houser &housemi92,NA,NA,TWO,142500,585000,xhousemi92-2013,2013,2013,3,2015,585000,4987,550000,35000,,,,,,FALSE,50000,0,,war-on-ice.com,UFA,,,,,,,G,NA,0,0,NA,585000,Michael Houser,22,585000
6838,houseta86,Tanner House &houseta86,NA,NA,TWO,210000,600000,xhouseta86-1,NULL,2012,2,2012,NA,houseta86-1-1,525000,1E+05,,,,,,FALSE,105000,0,105000,war-on-ice.com,NULL,,,,,,,C,NA,0,0,NA,625000,Tanner House,25,6E+05
6839,houseta86,Tanner House &houseta86,NA,NA,TWO,210000,600000,xhouseta86-1,NULL,2012,2,2013,NA,houseta86-1-2,575000,0,,,,,,FALSE,105000,0,105000,war-on-ice.com,NULL,,,,,,,C,NA,0,0,NA,575000,Tanner House,26,6E+05
6840,houslph64,NA,NA,NA,Unknown,NA,NA,2003houslph64,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500000,Phil Housley,38,NA
6841,hovinni88,Niko Hovinen &hovinni88,NA,NA,TWO,135000,757500,xhovinni88-1,NULL,2012,2,2012,NA,hovinni88-1-1,525000,90000,,,,,,TRUE,67500,0,67500,war-on-ice.com,NULL,,,,,,,G,NA,285000,0,NA,615000,Niko Hovinen,23,757500
6842,hovinni88,Niko Hovinen &hovinni88,NA,NA,TWO,135000,757500,xhovinni88-1,NULL,2012,2,2013,NA,hovinni88-1-2,810000,90000,,,,,,TRUE,67500,0,67500,war-on-ice.com,NULL,,,,,,,G,NA,(non-zero),0,NA,9E+05,Niko Hovinen,24,757500
6843,howarji84,Jimmy Howard &howarji84,NA,NA,TWO,210000,733333,xhowarji84-1,NULL,2006,3,2006,NA,howarji84-1-1,450000,190000,,,,,,FALSE,70000,0,70000,war-on-ice.com,NULL,,,,,,,G,NA,0,0,NA,640000,Jimmy Howard,21,"733,333.333333333"
6844,howarji84,Jimmy Howard &howarji84,NA,NA,TWO,210000,733333,xhowarji84-1,NULL,2006,3,2007,NA,howarji84-1-2,5E+05,210000,,,,,,FALSE,70000,0,70000,war-on-ice.com,NULL,,,,,,,G,NA,0,0,NA,710000,Jimmy Howard,22,"733,333.333333333"
6845,howarji84,Jimmy Howard &howarji84,NA,NA,TWO,210000,733333,xhowarji84-1,NULL,2006,3,2008,NA,howarji84-1-3,6E+05,250000,,,,,,FALSE,70000,0,70000,war-on-ice.com,NULL,,,,,,,G,NA,0,0,NA,850000,Jimmy Howard,23,"733,333.333333333"
6846,howarji84,Jimmy Howard &howarji84,NA,NA,TWO,200000,716666,xhowarji84-2,NULL,2009,3,2009,NA,howarji84-2-1,6E+05,0,,,,,,FALSE,2E+05,0,200000,war-on-ice.com,NULL,,,,,,,G,NA,0,0,NA,6E+05,Jimmy Howard,24,"716,666.666666667"
6847,howarji84,Jimmy Howard &howarji84,NA,NA,TWO,200000,716666,xhowarji84-2,NULL,2009,3,2010,NA,howarji84-2-2,750000,0,,,,,,FALSE,0,0,750000,war-on-ice.com,NULL,,,,,,,G,NA,0,0,NA,750000,Jimmy Howard,25,"716,666.666666667"
6848,howarji84,Jimmy Howard &howarji84,NA,NA,TWO,200000,716666,xhowarji84-2,NULL,2009,3,2011,NA,howarji84-2-3,8E+05,0,,,,,,FALSE,0,0,800000,war-on-ice.com,NULL,,,,,,,G,NA,0,0,NA,8E+05,Jimmy Howard,26,"716,666.666666667"
6849,howarji84,Jimmy Howard &howarji84,NA,NA,ONE,0,5291666,xhowarji84-2014,NULL,2014,6,2014,NA,3525,5E+06,5E+05,1,0,,,,FALSE,0,0,5500000,war-on-ice.com,UFA,,,,,,,G,NA,0,0,NA,5500000,Jimmy Howard,29,"5,291,666.66666667"
6850,howarji84,Jimmy Howard &howarji84,NA,NA,ONE,0,5291666,xhowarji84-2014,NULL,2014,6,2015,NA,3526,6E+06,0,1,0,,,,FALSE,0,0,6000000,war-on-ice.com,UFA,,,,,,,G,NA,0,0,NA,6E+06,Jimmy Howard,30,"5,291,666.66666667"
6851,howarji84,Jimmy Howard &howarji84,NA,NA,ONE,0,5291666,xhowarji84-2014,NULL,2014,6,2016,NA,3527,5500000,0,1,0,,,,FALSE,0,0,5500000,war-on-ice.com,UFA,,,,,,,G,NA,0,0,NA,5500000,Jimmy Howard,31,"5,291,666.66666667"
6852,howarji84,Jimmy Howard &howarji84,NA,NA,ONE,0,5291666,xhowarji84-2014,NULL,2014,6,2017,NA,3528,5500000,0,1,0,,,,FALSE,0,0,5500000,war-on-ice.com,UFA,,,,,,,G,NA,0,0,NA,5500000,Jimmy Howard,32,"5,291,666.66666667"
6853,howarji84,Jimmy Howard &howarji84,NA,NA,ONE,0,5291666,xhowarji84-2014,NULL,2014,6,2018,NA,3529,5E+06,0,1,0,,,,FALSE,0,0,5000000,war-on-ice.com,UFA,,,,,,,G,NA,0,0,NA,5E+06,Jimmy Howard,33,"5,291,666.66666667"
6854,howarji84,Jimmy Howard &howarji84,NA,NA,ONE,0,5291666,xhowarji84-2014,NULL,2014,6,2019,NA,3530,4250000,0,1,0,,,,FALSE,0,0,4250000,war-on-ice.com,UFA,,,,,,,G,NA,0,0,NA,4250000,Jimmy Howard,34,"5,291,666.66666667"
6855,howarji84,Jimmy Howard &howarji84,NA,NA,ONE,0,2250000,xhowarji84-3,NULL,2012,2,2012,NA,howarji84-3-1,2250000,0,,,,,,FALSE,0,0,2250000,war-on-ice.com,NULL,,,,,,,G,NA,0,0,NA,2250000,Jimmy Howard,27,2250000
6856,howarji84,Jimmy Howard &howarji84,NA,NA,ONE,0,2250000,xhowarji84-3,NULL,2012,2,2013,NA,howarji84-3-2,2250000,0,,,,,,FALSE,0,0,2250000,war-on-ice.com,NULL,,,,,,,G,NA,0,0,NA,2250000,Jimmy Howard,28,2250000
6857,howdequ92,Quinton Howden &howdequ92,NA,NA,TWO,67500,850500,x312,2016,2016,1,2016,0,438,850500,0,,,,,,FALSE,67500,0,,war-on-ice.com,RFA,,,,,,,L,NA,0,0,NA,850500,Quinton Howden,23,850500
6858,howdequ92,Quinton Howden &howdequ92,NA,NA,TWO,270000,877500,xhowdequ92-1,NULL,2012,4,2012,NA,howdequ92-1-1,810000,90000,,,,,1,TRUE,67500,0,67500,war-on-ice.com,RFA,,,,,,,L,NA,2E+05,0,NA,9E+05,Quinton Howden,19,9E+05
6859,howdequ92,Quinton Howden &howdequ92,NA,NA,TWO,270000,877500,xhowdequ92-1,NULL,2012,4,2013,NA,howdequ92-1-2,810000,90000,,,,,,TRUE,67500,0,67500,war-on-ice.com,RFA,,,,,,,L,NA,2E+05,0,NA,9E+05,Quinton Howden,20,870000
6860,howdequ92,Quinton Howden &howdequ92,NA,NA,TWO,270000,877500,xhowdequ92-1,NULL,2012,4,2014,NA,howdequ92-1-3,810000,90000,,,,,,TRUE,67500,0,67500,war-on-ice.com,RFA,,,,,,,L,NA,2E+05,0,NA,9E+05,Quinton Howden,21,870000
6861,howdequ92,Quinton Howden &howdequ92,NA,NA,TWO,270000,877500,xhowdequ92-1,NULL,2012,4,2015,NA,howdequ92-1-4,810000,0,,,,,,TRUE,67500,0,67500,war-on-ice.com,RFA,,,,,,,L,NA,2E+05,0,NA,810000,Quinton Howden,22,870000
6862,howsery91,Ryan Howse &howsery91,NA,NA,TWO,265000,611250,xhowsery91-1,NULL,2011,4,2011,NA,howsery91-1-1,525000,90000,,,,,1,TRUE,65000,0,65000,war-on-ice.com,NULL,,,,,,,RL,NA,285000,0,NA,615000,Ryan Howse,19,640000
6863,howsery91,Ryan Howse &howsery91,NA,NA,TWO,265000,611250,xhowsery91-1,NULL,2011,4,2012,NA,howsery91-1-2,525000,90000,,,,,,TRUE,65000,0,65000,war-on-ice.com,NULL,,,,,,,RL,NA,285000,0,NA,615000,Ryan Howse,20,610000
6864,howsery91,Ryan Howse &howsery91,NA,NA,TWO,265000,611250,xhowsery91-1,NULL,2011,4,2013,NA,howsery91-1-3,525000,90000,,,,,,TRUE,67500,0,67500,war-on-ice.com,NULL,,,,,,,RL,NA,285000,0,NA,615000,Ryan Howse,21,610000
6865,howsery91,Ryan Howse &howsery91,NA,NA,TWO,265000,611250,xhowsery91-1,NULL,2011,4,2014,NA,howsery91-1-4,6E+05,0,,,,,,TRUE,67500,0,67500,war-on-ice.com,NULL,,,,,,,RL,NA,210000,0,NA,6E+05,Ryan Howse,22,610000
6866,hrabajo85,Josef Hrabal &hrabajo85,NA,NA,TWO,122500,675000,xhrabajo85-1,NULL,2009,2,2009,NA,hrabajo85-1-1,675000,0,,,,,,FALSE,60000,0,60000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,675000,Josef Hrabal,23,675000
6867,hrabajo85,Josef Hrabal &hrabajo85,NA,NA,TWO,122500,675000,xhrabajo85-1,NULL,2009,2,2010,NA,hrabajo85-1-2,675000,0,,,,,,FALSE,62500,0,62500,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,675000,Josef Hrabal,24,675000
6868,hrabara92,Raman Hrabarenka &hrabara92,NA,NA,TWO,210000,692500,xhrabara92-2014,2014,2014,3,2014,692500,5069,550000,92500,,,,,,FALSE,70000,0,,war-on-ice.com,RFA,,,,,,,D,NA,282500,0,NA,642500,Raman Hrabarenka,21,692500
6869,hrabara92,Raman Hrabarenka &hrabara92,NA,NA,TWO,210000,692500,xhrabara92-2014,2014,2014,3,2015,692500,5070,6E+05,92500,,,,,,FALSE,70000,0,,war-on-ice.com,RFA,,,,,,,D,NA,232500,0,NA,692500,Raman Hrabarenka,22,692500
6870,hrabara92,Raman Hrabarenka &hrabara92,NA,NA,TWO,210000,692500,xhrabara92-2014,2014,2014,3,2016,692500,5071,650000,92500,,,,,,FALSE,70000,0,,war-on-ice.com,RFA,,,,,,,D,NA,182500,0,NA,742500,Raman Hrabarenka,23,692500
6871,hrdinja76,NA,NA,NA,Unknown,NA,NA,2003hrdinja76,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250000,Jan Hrdina,26,NA
6872,hrdinja76,NA,NA,NA,Unknown,NA,NA,2004hrdinja76,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2200000,Jan Hrdina,27,NA
6873,hrdinja76,NA,NA,NA,Unknown,NA,NA,2006hrdinja76,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050000,Jan Hrdina,29,NA
6874,hrivima91,Marek Hrivik &hrivima91,NA,NA,TWO,80000,575000,x314,2016,2016,1,2016,0,440,575000,0,,,,,,FALSE,80000,0,100000,war-on-ice.com,RFA,,,,,,,L,NA,0,0,NA,575000,Marek Hrivik,24,575000
6875,hrivima91,Marek Hrivik &hrivima91,NA,NA,TWO,195000,641666,xhrivima91-2013,2013,2013,3,2013,642000,4970,550000,70000,,,,,,FALSE,65000,0,,war-on-ice.com,RFA,,,,,,,L,NA,80000,0,NA,620000,Marek Hrivik,21,"641,666.666666667"
6876,hrivima91,Marek Hrivik &hrivima91,NA,NA,TWO,195000,641666,xhrivima91-2013,2013,2013,3,2014,642000,4971,575000,65000,,,,,,FALSE,65000,0,,war-on-ice.com,RFA,,,,,,,L,NA,10000,0,NA,640000,Marek Hrivik,22,"641,666.666666667"
